episode,total_reward,avg_toxicity,epsilon
637,29.362186,0.34275627,0.04084374120782771
638,29.942827,0.33114362,0.04063952250178857
639,30.286308,0.3242738,0.04043632488927963
640,29.442966,0.34114066,0.04023414326483323
641,27.754377,0.3749124,0.040032972548509065
642,31.799398,0.28401208,0.03983280768576652
643,33.431187,0.26137635,0.03963364364733769
644,28.950994,0.3509802,0.039435475429100995
645,27.953222,0.37093562,0.03923829805195549
646,34.465496,0.23069018,0.03904210656169572
647,32.987835,0.2502433,0.03884689602888724
648,32.57161,0.25856784,0.0386526615487428
649,27.554373,0.35891262,0.03845939824099909
650,28.885698,0.34228602,0.03826710124979409
651,32.28313,0.2643375,0.038075765743545126
652,31.658417,0.2968317,0.0378853869148274
653,27.496014,0.38007972,0.03769595998025326
654,30.700441,0.3159912,0.03750748018035199
655,32.125393,0.28749213,0.037319942779450235
656,31.451601,0.30096802,0.037133343065552986
657,26.787443,0.3842511,0.03694767635022522
658,28.03884,0.35922322,0.036762937968474095
659,32.9492,0.27101594,0.03657912327863173
660,33.80257,0.2539486,0.036396227662238566
661,25.862831,0.4127434,0.03621424652392737
662,25.635105,0.41729793,0.036033175291307735
663,30.617296,0.31765404,0.03585300941485119
664,25.354942,0.3829011,0.035673744367776934
665,28.86821,0.33263588,0.03549537564593805
666,35.74609,0.21507807,0.035317898767708356
667,30.107725,0.32784554,0.03514130927386981
668,30.385664,0.31228667,0.03496560272750046
669,27.633953,0.37732098,0.03479077471386296
670,35.450665,0.25098664,0.03461682084029365
671,26.250793,0.4049842,0.034443736736092176
672,28.852304,0.34295386,0.034271518052411715
673,32.00672,0.28986558,0.034100160462149656
674,29.880917,0.3323817,0.03392965965983891
675,31.958069,0.29083863,0.033760011361539714
676,30.986235,0.3202754,0.03359121130473201
677,34.7838,0.25432393,0.033423255248208356
678,30.021933,0.34956142,0.03325613897196732
679,31.263842,0.32472315,0.03308985827710748
680,37.501522,0.19996947,0.032924408985721944
681,30.623966,0.33752078,0.03275978694079333
682,30.356836,0.33286327,0.032595988006089364
683,31.632145,0.32735717,0.032433008066058915
684,32.60334,0.28793317,0.03227084302572862
685,32.443584,0.30112836,0.032109488810599975
686,28.53326,0.38933483,0.031948941366546975
687,29.434622,0.35130757,0.03178919665971424
688,33.649117,0.2770176,0.03163025067641567
689,32.349785,0.30300424,0.03147209942303359
690,29.728422,0.3554317,0.03131473892591842
691,29.990173,0.34019652,0.031158165231288826
692,32.340687,0.28318632,0.03100237440513238
693,29.778315,0.34443367,0.030847362533106718
694,34.349667,0.2630067,0.030693125720441184
695,27.980707,0.3903858,0.030539660091838977
696,32.72592,0.29548168,0.03038696179137978
697,35.56278,0.23874454,0.030235026982422884
698,28.94164,0.38116717,0.030083851847510768
699,32.363464,0.3027309,0.029933432588273214
700,33.63355,0.26732904,0.029783765425331846
701,32.06616,0.30867687,0.029634846598205186
702,27.5707,0.37858608,0.02948667236521416
703,36.30419,0.23391609,0.029339239003388088
704,32.185215,0.27629566,0.029192542808371146
705,25.149883,0.43700233,0.02904658009432929
706,29.409218,0.35181567,0.028901347193857643
707,29.492525,0.36014956,0.028756840457888354
708,29.718872,0.3556226,0.02861305625559891
709,31.52266,0.30954692,0.028469990974320916
710,33.439644,0.28120717,0.02832764101944931
711,30.097965,0.32804072,0.028186002814352063
712,33.042484,0.28915042,0.0280450728002803
713,31.08804,0.3282392,0.0279048474362789
714,35.120514,0.24758984,0.027765323199097504
715,35.323708,0.24352594,0.027626496583102015
716,29.087528,0.3582494,0.027488364100186506
717,31.79507,0.3040987,0.027350922279685573
718,32.82901,0.29341975,0.027214167668287145
719,29.568386,0.32863232,0.02707809682994571
720,31.04397,0.32912067,0.02694270634579598
721,33.468624,0.28062743,0.026807992814067
722,31.525902,0.30948204,0.026673952849996664
723,33.061638,0.28876725,0.02654058308574668
724,31.08442,0.32831162,0.026407880170317945
725,29.83545,0.34329104,0.026275840769466357
726,31.107727,0.32784554,0.026144461565619025
727,31.24971,0.3150059,0.02601373925779093
728,34.194942,0.26610124,0.025883670561501974
729,31.524656,0.31950697,0.025754252208694463
730,32.478836,0.30042338,0.02562548094765099
731,32.337494,0.30325,0.025497353542912736
732,30.678854,0.316423,0.02536986677519817
733,30.541143,0.32917717,0.02524301744132218
734,32.89447,0.30211064,0.025116802354115567
735,33.31706,0.2736589,0.024991218342344988
736,26.597319,0.40805367,0.024866262250633264
737,32.294697,0.31410608,0.024741930939380097
738,32.06118,0.28877646,0.024618221284683196
739,34.070442,0.27859122,0.02449513017825978
740,29.607338,0.3578533,0.02437265452736848
741,25.542831,0.4291434,0.024250791254731636
742,30.773306,0.32453388,0.024129537298457977
743,32.204517,0.30590972,0.024008889611965685
744,25.781942,0.42436114,0.023888845163905856
745,30.684233,0.32631543,0.023769400938086327
746,32.47207,0.3105587,0.023650553933395897
747,30.61877,0.33762464,0.023532301163728918
748,30.173859,0.32652283,0.023414639657910272
749,33.3608,0.28278401,0.023297566459620722
750,33.9587,0.2708261,0.023181078627322618
751,33.659046,0.27681914,0.023065173234186005
752,31.57329,0.30853432,0.022949847368015076
753,28.391045,0.38217923,0.022835098131175
754,33.51619,0.2896763,0.022720922640519125
755,35.492565,0.25014868,0.02260731802731653
756,35.151695,0.25696608,0.022494281437179946
757,32.31609,0.30367827,0.022381810029994047
758,33.856396,0.2728721,0.022269900979844076
759,36.21888,0.23562245,0.022158551474944856
760,31.795156,0.31409687,0.022047758717570132
761,35.012684,0.2497464,0.021937519923982282
762,30.092274,0.35815445,0.021827832324362372
763,29.018934,0.36962137,0.02171869316274056
764,28.748768,0.37502462,0.021610099696926857
765,30.653378,0.33693245,0.021502049198442223
766,33.344147,0.27311704,0.021394538952450012
767,29.199642,0.35600707,0.02128756625768776
768,30.233667,0.33532673,0.021181128426399323
769,29.237888,0.36524224,0.021075222784267326
770,27.806055,0.37387902,0.020969846670345987
771,27.137571,0.39724863,0.020864997436994256
772,28.429089,0.38141835,0.020760672449809284
773,30.638596,0.3172282,0.020656869087560238
774,34.733826,0.23532338,0.020553584742122436
775,32.377205,0.282456,0.020450816818411825
776,31.760063,0.29479873,0.020348562734319765
777,32.17732,0.30645373,0.020246819920648168
778,31.148148,0.3270371,0.020145585821044927
779,28.886894,0.36226207,0.020044857891939702
780,34.457165,0.27085665,0.019944633602480003
781,32.768913,0.28462178,0.019844910434467605
782,27.248383,0.4050324,0.019745685882295267
783,29.394983,0.36210042,0.01964695745288379
784,30.75797,0.3348406,0.01954872266561937
785,27.156473,0.37687054,0.019450979052291272
786,27.927507,0.3714499,0.019353724157029815
787,28.924868,0.33150268,0.019256955536244666
788,30.061169,0.3187767,0.019160670758563442
789,32.537132,0.27925742,0.019064867404770626
790,34.0427,0.24914587,0.018969543067746772
791,32.26563,0.2846875,0.018874695352408037
792,31.928923,0.29142165,0.018780321875645996
793,26.511871,0.39976266,0.018686420266267767
794,28.448574,0.38102847,0.018592988164936427
795,31.271572,0.30456868,0.018500023224111744
796,35.025757,0.23948488,0.018407523107991184
797,27.280962,0.39438072,0.01831548549245123
798,33.595516,0.28808966,0.018223908064988973
799,35.009396,0.24981208,0.018132788524664028
800,31.76226,0.31475475,0.018042124582040707
801,32.512535,0.2997494,0.017951913959130504
802,34.468796,0.26062405,0.01786215438933485
803,31.104908,0.32790175,0.017772843617388175
804,32.97694,0.30046126,0.017683979399301233
805,28.27755,0.38444903,0.017595559502304726
806,31.98469,0.31030637,0.0175075817047932
807,32.160816,0.2967838,0.017420043796269234
808,28.817528,0.36364946,0.017332943577287888
809,30.20218,0.33595642,0.01724627885940145
810,27.226503,0.38547,0.017160047465104442
811,31.703888,0.32592228,0.01707424722777892
812,32.66879,0.2966243,0.016988875991640028
813,33.99364,0.26012713,0.016903931611681827
814,30.823019,0.3235397,0.01681941195362342
815,29.813124,0.35373753,0.016735314893855303
816,31.403616,0.32192773,0.016651638319386028
817,34.501205,0.25997597,0.0165683801277891
818,37.977135,0.20045717,0.016485538227150154
819,30.205667,0.34588674,0.0164031105360144
820,31.058626,0.32882756,0.01632109498333433
821,31.189438,0.32621133,0.016239489508417658
822,31.06701,0.3286599,0.01615829206087557
823,29.160126,0.37679753,0.01607750060057119
824,35.970222,0.23059551,0.015997113097568336
825,27.156294,0.39687416,0.015917127532080494
826,34.10496,0.26790085,0.01583754189442009
827,33.214455,0.2857109,0.01575835418494799
828,32.754253,0.28491488,0.01567956241402325
829,30.303064,0.33393884,0.015601164601953134
830,30.500559,0.3399889,0.015523158778943369
831,30.60602,0.33787963,0.015445542985048652
832,34.30796,0.2638408,0.015368315270123408
833,30.111042,0.3577792,0.01529147369377279
834,32.282112,0.31435782,0.015215016325303928
835,33.076916,0.27846166,0.015138941243677408
836,29.027632,0.3594474,0.01506324653745902
837,29.899733,0.34200537,0.014987930304771725
838,34.38697,0.24226059,0.014912990653247866
839,27.190819,0.37618375,0.014838425699981627
840,32.95498,0.25090033,0.01476423357148172
841,28.626621,0.35746768,0.014690412403624311
842,29.161179,0.34677652,0.01461696034160619
843,32.01474,0.28970525,0.014543875539898159
844,30.377934,0.32244137,0.014471156162198668
845,31.6005,0.30799004,0.014398800381387675
846,28.80224,0.37395522,0.014326806379480736
847,27.875751,0.39248505,0.014255172347583332
848,34.89656,0.26206872,0.014183896485845416
849,35.783096,0.2343381,0.014112977003416188
850,29.71567,0.35568663,0.014042412118399107
851,32.87047,0.29259074,0.013972200057807112
852,31.094479,0.31811044,0.013902339057518077
853,36.063297,0.23873399,0.013832827362230486
854,30.222612,0.35554773,0.013763663225419333
855,33.56479,0.27870426,0.013694844909292236
856,30.093525,0.34812954,0.013626370684745774
857,34.195137,0.2760972,0.013558238831322046
858,26.762087,0.41475827,0.013490447637165436
859,29.532776,0.3593444,0.013422995398979608
860,32.21648,0.3156705,0.01335588042198471
861,35.057446,0.25885117,0.013289101019874787
862,32.530937,0.29938138,0.013222655514775413
863,30.510286,0.33979428,0.013156542237201536
864,32.92846,0.29143083,0.013090759526015528
865,27.989462,0.3802108,0.01302530572838545
866,31.584597,0.31830812,0.012960179199743523
867,28.011818,0.38976368,0.012895378303744804
868,28.523342,0.37953323,0.01283090141222608
869,27.925892,0.39148223,0.012766746905164949
870,31.866936,0.32266122,0.012702913170639124
871,33.24075,0.285185,0.012639398604785928
872,29.667664,0.34664676,0.012576201611761997
873,30.985613,0.32028782,0.012513320603703188
874,30.101526,0.34796944,0.012450754000684672
875,27.375706,0.3924859,0.012388500230681249
876,36.43198,0.2213604,0.012326557729527843
877,30.84272,0.32314572,0.012264924940880204
878,26.584852,0.41830295,0.012203600316175803
879,29.42768,0.36144638,0.012142582314594924
880,36.143986,0.21712025,0.01208186940302195
881,30.71968,0.31560642,0.01202146005600684
882,29.747612,0.3550478,0.011961352755726806
883,29.728592,0.3454281,0.01190154599194817
884,33.76733,0.27465338,0.01184203826198843
885,32.5547,0.29890606,0.011782828070678488
886,31.56648,0.3286704,0.011723913930325095
887,31.75398,0.31492049,0.01166529436067347
888,33.717285,0.28565437,0.011606967888870102
889,33.75093,0.27498135,0.01154893304942575
890,31.587336,0.30825338,0.011491188384178622
891,33.24514,0.29509714,0.011433732442257729
892,28.987175,0.35025656,0.01137656378004644
893,28.383438,0.38233116,0.011319680961146208
894,33.22675,0.2854651,0.011263082556340478
895,31.645035,0.30709943,0.011206767143558775
896,32.848053,0.28303897,0.011150733307840981
897,32.676853,0.30646294,0.011094979641301777
898,29.004322,0.3699136,0.011039504743095268
899,32.076576,0.30846858,0.01098430721937979
900,29.632174,0.35735658,0.010929385683282892
901,29.957563,0.35084876,0.010874738754866477
902,34.14331,0.26713377,0.010820365061092144
903,35.682327,0.24635342,0.010766263235786683
904,29.052668,0.36894667,0.01071243191960775
905,32.592785,0.29814434,0.010658869760009713
906,34.886635,0.2622672,0.010605575411209664
907,29.377508,0.3624498,0.010552547534153616
908,32.781822,0.29436365,0.010499784796482848
909,32.179832,0.30640346,0.010447285872500434
910,33.90092,0.27198148,0.01039504944313793
911,27.000036,0.39999923,0.010343074195922241
912,29.669771,0.3566046,0.01029135882494263
913,30.523392,0.32953212,0.010239902030817916
914,29.861773,0.34276462,0.010188702520663827
915,33.924232,0.26151526,0.010137759008060509
916,31.5428,0.30914402,0.010087070213020206
917,32.522713,0.2895457,0.010036634861955105
918,31.654175,0.31691667,0.00998645168764533
919,34.19356,0.26612878,0.00998645168764533
920,31.204802,0.3259039,0.00998645168764533
921,29.273,0.36454,0.00998645168764533
922,31.479284,0.3204143,0.00998645168764533
923,34.5898,0.25820392,0.00998645168764533
924,28.480894,0.3703822,0.00998645168764533
925,35.529537,0.24940918,0.00998645168764533
926,28.644556,0.3671089,0.00998645168764533
927,32.05124,0.3089753,0.00998645168764533
928,36.08982,0.23820354,0.00998645168764533
929,33.743572,0.2851285,0.00998645168764533
930,30.735077,0.3352985,0.00998645168764533
931,28.011707,0.38976583,0.00998645168764533
932,33.026985,0.28946027,0.00998645168764533
933,30.625671,0.32748663,0.00998645168764533
934,30.699812,0.33600375,0.00998645168764533
935,27.31544,0.40369132,0.00998645168764533
936,28.448298,0.36103404,0.00998645168764533
937,33.054245,0.26891506,0.00998645168764533
938,33.473034,0.26053923,0.00998645168764533
939,30.06099,0.32878017,0.00998645168764533
940,30.858164,0.31283692,0.00998645168764533
941,23.897863,0.45204276,0.00998645168764533
942,32.182205,0.31635594,0.00998645168764533
943,34.884277,0.25231445,0.00998645168764533
944,31.378922,0.32242164,0.00998645168764533
945,34.002327,0.2699536,0.00998645168764533
946,33.543568,0.26912868,0.00998645168764533
947,31.09606,0.32807884,0.00998645168764533
948,32.494415,0.31011173,0.00998645168764533
949,35.17462,0.2565075,0.00998645168764533
950,31.164219,0.3367156,0.00998645168764533
951,28.59446,0.3781108,0.00998645168764533
952,31.212824,0.32574356,0.00998645168764533
953,27.528734,0.3894254,0.00998645168764533
954,26.735222,0.4152955,0.00998645168764533
955,31.043352,0.319133,0.00998645168764533
956,31.737556,0.29524893,0.00998645168764533
957,30.419487,0.32161027,0.00998645168764533
958,30.100332,0.32799348,0.00998645168764533
959,26.524454,0.39951092,0.00998645168764533
960,28.744345,0.3351131,0.00998645168764533
961,32.0322,0.26935607,0.00998645168764533
962,32.306347,0.2838731,0.00998645168764533
963,31.211905,0.3257619,0.00998645168764533
964,28.961327,0.38077345,0.00998645168764533
965,30.584427,0.33831146,0.00998645168764533
966,30.563238,0.32873526,0.00998645168764533
967,28.656729,0.33686543,0.00998645168764533
968,26.93616,0.3612768,0.00998645168764533
969,32.15622,0.27687564,0.00998645168764533
970,33.553158,0.2889368,0.00998645168764533
971,28.30759,0.38384828,0.00998645168764533
972,31.803185,0.32393634,0.00998645168764533
973,27.875908,0.40248188,0.00998645168764533
974,31.019585,0.3796084,0.00998645168764533
975,26.838058,0.4432389,0.00998645168764533
976,32.878307,0.32243386,0.00998645168764533
977,21.974806,0.5505039,0.00998645168764533
978,30.235197,0.3752961,0.00998645168764533
979,22.52706,0.52945876,0.00998645168764533
980,31.795818,0.32408372,0.00998645168764533
981,26.303648,0.45392704,0.00998645168764533
982,30.620768,0.3475847,0.00998645168764533
983,29.218767,0.3956247,0.00998645168764533
984,25.206528,0.4558695,0.00998645168764533
985,31.628685,0.29742625,0.00998645168764533
986,27.96036,0.3707929,0.00998645168764533
987,29.573576,0.3285285,0.00998645168764533
988,27.461529,0.3907695,0.00998645168764533
989,29.409756,0.32180488,0.00998645168764533
990,32.421627,0.24156761,0.00998645168764533
991,30.228304,0.27543393,0.00998645168764533
992,28.160645,0.31678718,0.00998645168764533
993,27.327122,0.34345764,0.00998645168764533
994,33.321175,0.27357644,0.00998645168764533
995,30.696789,0.32606423,0.00998645168764533
996,31.713982,0.30572045,0.00998645168764533
997,26.948097,0.40103805,0.00998645168764533
998,29.648466,0.34703067,0.00998645168764533
999,30.468443,0.3206312,0.00998645168764533
